helensister,451886296047181826
lisahoare1,444353978940149760
ajhalpin,477011180582498304
corruptnsw,426056413605937152
writtenword09,467156912060919808
judieleah,472885299433836544
johnsalmond,478734183833948161
jarvanitakis,476552963817615361
shadow__creeper,474340735630966784
troutish,424789998332682240
ajhalpin,477008877553065984
dh_a_heller,429615896621879296
idgiam,451587781920190464
savegloucester,422605229494771712
davemiles60,481966939535728641
bulga99,427944518424358912
geeksrulz,423627804563886080
abissicus,426215865327972352
philyoung17,463913035233366016
dlrsjenny,450610084511756288
inlikeme,473069891059068928
2squig,472656890812309504
broomstick33,427917672223748096
wolfie_rankin,453052909706432512
contriteshadow,538788660104019968
ashleighbret,562944041088999424
marieelement,489729034146689024
georgefwoods,427157220728377344
iainp327,462516111527784448
apgf2009,427542282934292480
emjay505,450240500625190912
jmfarrow,476248355362705409
buffoonn,426281059601231872
greenguise,472121551345569792
itsmarkbishop,474133964093788160
b_spectabilis,450493549679632384
abrasiveteapot,540289685244100608
timbrown13,462519244035342337
bulga99,427928650747375617
markplackett1,461751041281646592
wlcbaph,501653328908910592
350australia,490644364272480256
meretmacdonald,474337260494528512
wolfie_rankin,487427314112671745
ebnun,539094568772599808
nadiaworld69,473396482830127104
chrisswteacher,426642930602754048
skiposs,487453158361137153
ellinjaa,487745926958571521
serenity13,480472080190689280
akawaca,472567455835910144
carolyncbarthel,462629167344152576
sara4284,428164251773984769
ceemcsee,443699904783720448
cloudscreek,544303953421144064
daz9162,540476493709598720
rradart,426941278874398720
thegreenrat,423956998745374720
margokingston1,430177636703162368
louisa_eljustel,429595814550200321
margokingston1,437810246610726912
australianwild,445334606460354560
flaccoal,516079571238535168
widescopecsr,426250378737631232
fletche9,475398531809685504
deeppolitics,465653038800072704
burgewords,427283225866551296
2squig,461667206456045568
donclydebutc,474312512611966976
palitja_moore,461399182738087936
ajhalpin,475943505932460032
jennmelb,427422791437017088
margokingston1,476907660801880064
txtstogibbs,475224750982037504
iamverysmart,422972662269239296
x4medialtd,522258317582667776
carolinelec,487481614214369280
judith_black,473770073656545281
thewollemipine,474082972090384384
paddybts,463916489758621696
eatatjoe2,451161323959635968
staylor2612,426895657324912640
cloudscreek,455545456060157953
drrimmer,492421746889203712
josh1782,427703022324445184
imogenbirley,427754436731998208
alastairjnz,462356280678440960
bulga99,476970768836739074
krazykitkatm,457180798882304000
donnaludwig,490498005271728128
generationalpha,428987405740163072
pbcfunchat,462386954383134721
cloudscreek,458535606360891393
margokingston1,425785387030573056
thehealthrebel,501726583359803392
canberrajon,472253373731729409
x4medialtd,452926494856052736
jacksonturner5,463087605253296128
maxphillips,474062087975477248
shamaroo,497375544581697538
adam_adammr,430159904780083201
georgefwoods,450759512723439616
margokingston1,423935318471884800
twittine69,472958782063255553
lynquest,429844780764246017
whitefangdragon,450204302577913856
georgefwoods,491338467360522242
corruptnsw,456938160669220864
lotzalozza,461793235161993216
anarchohumanist,465491834115203072
stewartdlockie,459924065394774017
xjamesx1999,452565070527348736
ozebelg,487992024683913216
dragonaunty7,450847186935242752
cscviews,471824927935307776
lorenzode2,472763746461704195
gregntreesrnice,475444264541777920
johnsalmond,427705130322911232
flabbergutsted,475520817464217600
helensister,529937060027564032
phil_laird1,488064734453719040
johnsalmond,500874138341240832
leeroysgonemad,425434004406272000
gideonpinsky,537472528042582016
greekmcchic,450404786181914624
margokingston1,432415576166645760
nocsg,473715323397349376
krisdoyl,502957502191779840
lockthegate,474013097942736896
toolangi3777,454834305110253568
therealkerryg,472249270532198400
clareaka,436152630985773056
kateausburn,423745634139504640
sjandrews76,472161606567084032
islandgirl268,427922656386486273
earth1stlinda,471855305622437889
margokingston1,473477964600848385
gpjen,450412598458990592
georgefwoods,423928662560239616
knobbyclubrush,473684904341798912
vinepsychic,476231244116529152
thewollemipine,538977298527956992
maxsped,465260403929268224
meckeringboy,463968379229839360
jameselliott_88,424022637702950913
asleepymouse,466911435096719360
hugwildlife,473012513743712257
itsbouquet,426854572531802113
bubbbyboo,467171659959390208
no9revolution,540368376749494273
michaeldobson07,473500800401289216
helphelpandhelp,476240115660881920
tony_sacto,536338487985717248
phillippring,475253182990655488
mwhalan,450343124108201984
oldjunee,424035974394687488
maxferguson1,480470216980193280
allytoolangi,473042671762546689
broomstick33,427891346192355328
markplackett1,430475527300726784
blackbirdartdes,473254597817933824
occupy_now,427944467992039424
wandavaya,467114396695552000
steve_evpx,471908220890386432
suthernx,465366720681504769
colinbroadfoot,503022474745757696
glaikitgeezer,477001044971753472
bilbulbabe,429214106562740224
peterfra,440588402870603776
quakerdiane,472987796383494144
jcrooka,466770479479418880
cookingwithch4,474339391679131648
leewalton50,499894373799034881
162recce,490974363500285952
mojomedzen,516342099000569857
richardtuffin,471977490064633856
corruptnsw,473798753791401984
vinepsychic,477013618039332864
2squig,477245763332739072
maitlandgreens,472258589818490880
margokingston1,433830690904219648
j_accuse1,474066881007984640
broomstick33,475086827401916416
wolfweb,427980294092627968
pruwawn,427990452394946560
kateausburn,422931778228076544
chrisswteacher,488311721111482368
xjamesx1999,457242307205398528
ashleyjdalton,538885052495446016
asher_wolf,426341898295336960
theroirocks,425453961160581120
le_bon_vivant_,453119178661048320
jamiedhanson,460742404371255296
donaldpelvin1,486683112202452993
mrl58,427262416984883201
cloudean66,463234058974027777
lockthegate,516490785785532416
colinbroadfoot,522654234697666561
flaccoal,528036540933341187
counteractoz,450477111128506368
mstrissy,472964625797898240
bettsie2u,465627099898720257
bremnerclan,540456271426494465
radreece,426292870417354752
dionkennedy1,453064726163902464
rva44234,473824309933121536
marielewsey,465770759558668288
petefromhaynsw,425086286680952832
christnagavier,426524583252873216
zoonaut,425398419373318144
matthewmooney2,427709982205681664
beau_dunne,475872392611262464
mackaysuzie,539289240299786240
adropex,472277871499571200
margokingston1,431269294769721344
offtherails13,512437032446996480
greensjeremy,428043013764304896
jayjaydevine,534179882247282689
fozzmakesense,473754656452001792
david_lunt,459127941079629824
nocsg,475912669900181504
